scorer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer
bodyparts,nose,nose,left_ear,left_ear,right_ear,right_ear,left_eye,left_eye,right_eye,right_eye,front_left_paw,front_left_paw,front_right_paw,front_right_paw,back_left_paw,back_left_paw,back_right_paw,back_right_paw
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\rat4-lps1\frame10565.png,547.0615890427563,554.5207084633798,582.90050301506,473.0686312535983,520.9969243356261,463.2943819884245,569.868170661495,507.2785036817066,532.4002151449955,505.6494621375109,,,,,,,,
labeled-data\rat4-lps1\frame10667.png,390.6736007999757,473.0686312535983,491.6741765401048,435.60067573709875,,,446.0610133026271,450.2620496348595,,,477.0128026423441,564.2949577285536,,,,,,
labeled-data\rat4-lps1\frame10674.png,387.41551771158447,375.3261386018605,493.3032180843004,398.13272022059925,,,446.0610133026271,385.1003878670342,,,486.78705190751793,548.0045422865974,,,,,,
labeled-data\rat4-lps1\frame11164.png,416.7382655071058,458.40725735583766,525.884048968213,429.0845095603163,,,472.12567800975717,447.0039665464682,,,538.9163813217781,561.0368746401623,,,,,,
labeled-data\rat4-lps1\frame11194.png,496.5613011726916,574.0692069937274,520.9969243356261,451.89109117905514,446.0610133026271,448.6330080906639,517.7388412472349,508.9075452259022,472.12567800975717,517.0527529468803,,,,,,,,
labeled-data\rat4-lps1\frame11363.png,,,463.9804702887791,451.89109117905514,,,419.996348595497,497.5042544165328,,,516.1097997030392,577.3272900821187,,,,,,
labeled-data\rat4-lps1\frame11379.png,,,468.86759492136594,445.37492500227256,,,434.65772249325767,494.2461713281415,,,,,,,,,,
labeled-data\rat4-lps1\frame11636.png,,,441.17388867004024,451.89109117905514,,,385.78647616738886,495.87521287233716,,,,,,,,,,
labeled-data\rat4-lps1\frame8423.png,,,,,,,,,,,,,,,,,,
labeled-data\rat4-lps1\frame9878.png,,,292.93110814823785,437.2297172812945,,,,,,,,,,,,,,
