scorer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer
bodyparts,nose,nose,left_ear,left_ear,right_ear,right_ear,left_eye,left_eye,right_eye,right_eye,front_left_paw,front_left_paw,front_right_paw,front_right_paw,back_left_paw,back_left_paw,back_right_paw,back_right_paw
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\rat2-lps3\frame1019.png,983.6447228871851,570.8111239053362,962.4671828126419,412.79409411836,915.2249780309688,437.2297172812945,,,959.2090997242507,507.2785036817066,,,,,,,,
labeled-data\rat2-lps3\frame1152.png,1003.1932214175328,552.8916669191842,949.434850459077,411.1650525741643,889.1603133238385,420.9393018393381,,,952.6929335474682,486.10096360716335,,,,,,,,
labeled-data\rat2-lps3\frame1264.png,999.9351383291415,559.4078330959667,951.0638920032726,406.27792794157745,884.2731886912517,424.19738492772944,,,942.9186842822945,490.98808823975025,,,,,,,,
labeled-data\rat2-lps3\frame1440.png,1001.5641798733371,575.6982485379231,957.5800581800551,427.4554680161207,900.5636041332081,445.37492500227256,,,947.8058089148814,510.5365867700978,,,,,,,,
labeled-data\rat2-lps3\frame1511.png,999.9351383291415,583.8434562589011,955.9510166358594,432.3425926487075,889.1603133238385,443.74588345807695,,,954.3219750916638,520.3108360352717,,,,,,,,
labeled-data\rat2-lps3\frame1537.png,995.0480136965547,588.7305808914881,955.9510166358594,432.3425926487075,890.7893548680344,447.0039665464682,,,949.434850459077,523.5689191236629,,,,,,,,
labeled-data\rat2-lps3\frame3025.png,,,954.3219750916638,490.98808823975025,845.1761916305567,450.2620496348595,887.5312717796429,561.0368746401623,,,,,,,,,,
labeled-data\rat2-lps3\frame661.png,,,952.6929335474682,448.6330080906639,876.1279809702736,477.9557558861852,,,895.6764795006212,552.8916669191842,,,,,,,,
labeled-data\rat2-lps3\frame710.png,,,955.9510166358594,445.37492500227256,881.0151056028604,492.61712978394587,,,915.2249780309688,554.5207084633798,,,,,,,,
labeled-data\rat2-lps3\frame875.png,,,938.0315596497074,406.27792794157745,874.498939426078,460.0362989000333,,,916.8540195751644,521.9398775794673,,,,,,,,
