scorer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer
bodyparts,nose,nose,left_ear,left_ear,right_ear,right_ear,left_eye,left_eye,right_eye,right_eye,front_left_paw,front_left_paw,front_right_paw,front_right_paw,back_left_paw,back_left_paw,back_right_paw,back_right_paw
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\rat4-lps2\frame1110.png,,,428.1415563164752,398.13272022059925,,,379.2703099906063,409.5360110299687,,,411.85114087451893,609.9081209660312,,,,,,
labeled-data\rat4-lps2\frame1130.png,341.8023544741068,396.50367867640364,431.39963940486643,396.50367867640364,,,384.1574346231931,406.27792794157745,,,415.10922396291016,608.2790794218356,,,,,,
labeled-data\rat4-lps2\frame1151.png,320.62481439956355,404.64888639738183,423.25443168388836,401.3908033089906,,,369.49606072543247,412.79409411836,,,410.2220993303233,608.2790794218356,,,,,,
labeled-data\rat4-lps2\frame1185.png,,,371.1251022696281,429.0845095603163,,,318.99577285536793,495.87521287233716,,,,,,,,,,
labeled-data\rat4-lps2\frame372.png,929.8863519287294,598.5048301566619,,,791.4178206721008,458.40725735583766,,,869.6118147934911,533.3431683888366,,,,,,,,
labeled-data\rat4-lps2\frame447.png,913.595936486773,596.8757886124663,,,797.9339868488834,479.58479743038083,,,858.2085239841216,546.3755007424018,,,,,,,,
labeled-data\rat4-lps2\frame470.png,,,,,796.3049453046877,477.9557558861852,,,861.4666070725128,528.4560437562498,,,,,,,,
labeled-data\rat4-lps2\frame624.png,,,,,1048.8063846550103,170.06690403321102,,,1149.8069603951394,126.08278233992894,1239.4042453258994,310.1644768340352,1252.4365776794643,357.4066816157085,,,,
labeled-data\rat4-lps2\frame847.png,,,,,,,,,,,975.4995151662071,152.14744704705902,841.9181085421654,155.40553013545036,,,,
labeled-data\rat4-lps2\frame867.png,,,,,,,,,,,967.354307445229,168.4378624890154,840.2890669979698,157.03457167964598,,,,
