scorer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer
bodyparts,nose,nose,left_ear,left_ear,right_ear,right_ear,left_eye,left_eye,right_eye,right_eye,front_left_paw,front_left_paw,front_right_paw,front_right_paw,back_left_paw,back_left_paw,back_right_paw,back_right_paw
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\rat3-control3\frame10383.png,,,,,1074.8710493621406,161.92169631223283,,,1200.3072482652042,132.59894851671152,1208.452455986182,337.8581830853609,1216.5976637071603,450.2620496348595,,,727.8852004484712,627.8275779521832
labeled-data\rat3-control3\frame2785.png,,,,,1073.2420078179448,442.11684191388133,,,,,,,911.9668949425774,640.8599103057483,,,700.1914941971455,603.3919547892488
labeled-data\rat3-control3\frame5609.png,584.5295445592558,490.98808823975025,631.771749340929,401.3908033089906,576.3843368382776,399.761761764795,607.3361261779945,443.74588345807695,573.1262537498864,447.0039665464682,613.8522923547771,497.5042544165328,,,,,,
labeled-data\rat3-control3\frame5615.png,581.2714614708644,490.98808823975025,630.1427077967334,391.6165540438168,574.755295294082,396.50367867640364,605.7070846337989,448.6330080906639,569.868170661495,448.6330080906639,604.0780430896033,499.1332959607284,,,,,,
labeled-data\rat3-control3\frame5818.png,568.2391291172994,508.9075452259022,630.1427077967334,417.68121875094687,564.9810460289082,419.3102602951425,592.6747522802339,456.778215811642,558.4648798521256,456.778215811642,595.9328353686251,523.5689191236629,,,,,,
labeled-data\rat3-control3\frame6328.png,,,638.2879155177116,458.40725735583766,615.4813338989727,451.89109117905514,604.0780430896033,504.0204205933153,,,,,,,,,,
labeled-data\rat3-control3\frame6403.png,,,516.1097997030392,455.14917426744637,509.59363352625667,435.60067573709875,473.7547195539529,492.61712978394587,,,,,,,,,,
labeled-data\rat3-control3\frame6886.png,,,252.20506954334712,337.8581830853609,,,187.04340777552187,445.37492500227256,,,371.1251022696281,471.4395897094027,,,,,,
labeled-data\rat3-control3\frame7779.png,,,,,817.482485379231,419.3102602951425,,,858.2085239841216,456.778215811642,,,,,,,,
labeled-data\rat3-control3\frame9821.png,949.434850459077,376.95518014605614,,,822.3696100118178,398.13272022059925,,,882.6441471470561,388.35847095542556,,,810.9663192024483,578.9563316263143,,,569.868170661495,575.6982485379231
