scorer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer
bodyparts,nose,nose,left_ear,left_ear,right_ear,right_ear,left_eye,left_eye,right_eye,right_eye,front_left_paw,front_left_paw,front_right_paw,front_right_paw,back_left_paw,back_left_paw,back_right_paw,back_right_paw
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\rat2-control3\frame11791.png,,,322.25385594375916,381.842304778643,,,260.35027726432526,380.21326323444737,,,362.97989454865,634.3437441289657,,,503.0774673494742,644.1179933941396,,
labeled-data\rat2-control3\frame12081.png,,,794.675903760492,393.2455955880124,833.7729008211871,411.1650525741643,,,841.9181085421654,430.7135511045119,,,858.2085239841216,474.6976727977939,,,,
labeled-data\rat2-control3\frame12211.png,,,545.4325474985606,433.97163419290314,468.86759492136594,435.60067573709875,512.851716614648,512.1656283142934,462.3514287445835,513.7946698584891,573.1262537498864,580.5853731705099,,,,,,
labeled-data\rat2-control3\frame361.png,,,450.94813793521405,404.64888639738183,,,433.02868094906205,406.27792794157745,,,415.10922396291016,461.6653404442289,,,,,,
labeled-data\rat2-control3\frame5345.png,823.9986515560134,536.6012514772278,,,766.9821975091663,468.1815066210114,,,796.3049453046877,508.9075452259022,,,,,,,,
labeled-data\rat2-control3\frame5359.png,841.9181085421654,538.2302930214236,,,791.4178206721008,468.1815066210114,,,819.1115269234266,502.3913790491197,,,,,,,,
labeled-data\rat2-control3\frame8344.png,,,833.7729008211871,401.3908033089906,727.8852004484712,409.5360110299687,817.482485379231,494.2461713281415,752.3208236114057,510.5365867700978,835.4019423653828,517.0527529468803,,,806.0791945698614,629.4566194963788,706.707660373928,629.4566194963788
labeled-data\rat2-control3\frame8759.png,,,,,817.482485379231,448.6330080906639,,,796.3049453046877,544.7464591982061,,,,,,,,
labeled-data\rat2-control3\frame8815.png,739.2884912578406,552.8916669191842,,,799.563028393079,414.42313566255564,,,786.5306960395139,500.76233750492406,,,711.5947850065149,557.7787915517711,,,,
labeled-data\rat2-control3\frame9042.png,807.7082361140571,419.3102602951425,858.2085239841216,359.03572315990414,747.4336989788188,357.4066816157085,837.0309839095784,381.842304778643,765.3531559649707,378.58422169025175,846.8052331747523,512.1656283142934,781.643571406927,541.4883761098148,,,,
