scorer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer
bodyparts,nose,nose,left_ear,left_ear,right_ear,right_ear,left_eye,left_eye,right_eye,right_eye,front_left_paw,front_left_paw,front_right_paw,front_right_paw,back_left_paw,back_left_paw,back_right_paw,back_right_paw
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\rat3-lps1\frame11206.png,630.1427077967334,642.488951849944,739.2884912578406,473.0686312535983,613.8522923547771,463.2943819884245,674.1268294900154,551.2626253749886,,,,,,,,,,
labeled-data\rat3-lps1\frame11303.png,630.1427077967334,640.8599103057483,742.5465743462319,471.4395897094027,615.4813338989727,469.810548165207,683.9010787551891,556.1497500075754,,,,,,,,,,
labeled-data\rat3-lps1\frame11818.png,617.1103754431683,652.2632011151177,732.772325081058,482.8428805187721,612.2232508105815,471.4395897094027,677.3849125784067,556.1497500075754,,,,,,,,,,
labeled-data\rat3-lps1\frame12572.png,794.675903760492,629.4566194963788,755.5789066997969,469.810548165207,621.9975000757553,497.5042544165328,,,701.8205357413411,557.7787915517711,,,,,,,,
labeled-data\rat3-lps1\frame175.png,924.9992272961425,572.4401654495318,864.7246901609043,420.9393018393381,776.7564467743401,386.72942941122983,,,846.8052331747523,476.3267143419896,,,797.9339868488834,635.9727856731614,,,,
labeled-data\rat3-lps1\frame2244.png,115.36557983091416,474.6976727977939,288.04398351565095,362.29380624829537,,,201.70478167328258,429.0845095603163,,,273.3826096178903,552.8916669191842,255.46315263173835,603.3919547892488,,,,
labeled-data\rat3-lps1\frame4449.png,1009.7093875943152,534.9722099330322,,,812.5953607466439,375.3261386018605,,,905.4507287657949,443.74588345807695,,,793.0468622162964,660.4084088360959,,,,
labeled-data\rat3-lps1\frame8592.png,651.3202478712766,639.2308687615526,766.9821975091663,468.1815066210114,639.9169570619072,455.14917426744637,718.1109511832974,552.8916669191842,638.2879155177116,548.0045422865974,,,,,,,,
labeled-data\rat3-lps1\frame9011.png,641.5459986061028,629.4566194963788,770.2402805975576,458.40725735583766,641.5459986061028,447.0039665464682,708.3367019181236,541.4883761098148,,,,,,,,,,
labeled-data\rat3-lps1\frame9621.png,633.4007908851246,606.65003787764,765.3531559649707,453.52013272325075,628.5136662525377,447.0039665464682,706.707660373928,523.5689191236629,,,,,,,,,,
