scorer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer
bodyparts,nose,nose,left_ear,left_ear,right_ear,right_ear,left_eye,left_eye,right_eye,right_eye,front_left_paw,front_left_paw,front_right_paw,front_right_paw,back_left_paw,back_left_paw,back_right_paw,back_right_paw
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\rat1-control3\frame1081.png,,,444.4333169110656,412.67302198950927,,,414.13050818349797,420.24872417140114,,,364.34732241677966,486.80667905516583,397.89686065087244,542.5422022505135,,,,
labeled-data\rat1-control3\frame11064.png,214.73711402684762,585.4724978030968,322.25385594375916,479.58479743038083,,,270.12452652949906,526.8270022120541,,,216.36615557104324,613.1662040544226,,,,,,
labeled-data\rat1-control3\frame11083.png,221.25328020363014,582.2144147147055,325.5119390321505,482.8428805187721,,,271.7535680736947,531.714126844641,,,206.59190630586943,606.65003787764,,,,,,
labeled-data\rat1-control3\frame1569.png,786.5306960395139,251.51898124299248,,,688.7882033877761,288.986936759492,,,736.0304081694494,262.9222720523619,,,732.772325081058,365.5518893366867,,,,
labeled-data\rat1-control3\frame4302.png,,,346.6894791066936,510.5365867700978,206.59190630586943,510.5365867700978,291.30206660404224,626.1985364079876,200.0757401290869,635.9727856731614,428.1415563164752,691.3601981758129,,,,,,
labeled-data\rat1-control3\frame4431.png,693.6753280203629,665.2955334686827,,,579.6424199266688,463.2943819884245,,,644.804081694494,575.6982485379231,,,465.6095118329747,699.505405896791,,,,
labeled-data\rat1-control3\frame6200.png,,,,,,,,,,,,,,,,,,
labeled-data\rat1-control3\frame7476.png,348.31852065088935,460.0362989000333,446.0610133026271,437.2297172812945,,,406.964016241932,445.37492500227256,,,402.0768916093451,570.8111239053362,341.8023544741068,605.0209963334444,,,,
labeled-data\rat1-control3\frame762.png,283.1568588830641,609.9081209660312,393.93168388836693,518.681794491076,359.72181146025866,486.10096360716335,340.17331292991116,559.4078330959667,,,,,,,,,,
labeled-data\rat1-control3\frame939.png,273.3826096178903,598.5048301566619,402.0768916093451,528.4560437562498,367.86701918123686,487.73000515135897,338.54427138571555,567.5530408169449,,,,,,,,,,
