scorer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer
bodyparts,nose,nose,left_ear,left_ear,right_ear,right_ear,left_eye,left_eye,right_eye,right_eye,front_left_paw,front_left_paw,front_right_paw,front_right_paw,back_left_paw,back_left_paw,back_right_paw,back_right_paw
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\rat1-control4\frame1186.png,7.84883791400253,650.6341595709221,253.83411108754274,479.58479743038083,222.88232174782576,466.5524650768158,128.3979121844792,561.0368746401623,,,286.41494197145533,699.505405896791,,,,,,
labeled-data\rat1-control4\frame1368.png,266.8664434411078,305.27735220144837,428.1415563164752,383.4713463228386,,,346.6894791066936,342.74530771794787,,,296.1891912366291,505.6494621375109,273.3826096178903,605.0209963334444,,,,
labeled-data\rat1-control4\frame1577.png,,,235.9146541013908,492.61712978394587,,,92.55899821217531,596.8757886124663,,,362.97989454865,694.6182812642041,,,,,,
labeled-data\rat1-control4\frame1740.png,,,328.77002212054174,437.2297172812945,242.43082027817331,403.0198448531862,248.94698645495583,539.8593345656192,,,240.8017787339777,635.9727856731614,,,,,,
labeled-data\rat1-control4\frame1743.png,198.4466985848913,629.4566194963788,322.25385594375916,425.82642647192506,245.6889033665646,409.5360110299687,239.17273718978208,526.8270022120541,,,278.2697342504772,621.3114117754008,,,,,,
labeled-data\rat1-control4\frame1748.png,198.4466985848913,632.7147025847701,312.47960667858547,425.82642647192506,242.43082027817331,407.90696948577306,239.17273718978208,531.714126844641,,,266.8664434411078,629.4566194963788,,,,,,
labeled-data\rat1-control4\frame1763.png,165.8658677009787,616.4242871428138,317.3667313111723,425.82642647192506,247.31794491076022,403.0198448531862,229.39848792460828,521.9398775794673,,,252.20506954334712,622.9404533195964,,,,,,
labeled-data\rat1-control4\frame573.png,561.7229629405169,637.601827217357,607.3361261779945,473.0686312535983,485.1580103633223,430.7135511045119,591.0457107360382,536.6012514772278,506.33555043786544,531.714126844641,,,,,,,,
labeled-data\rat1-control4\frame883.png,128.3979121844792,702.7634889851822,312.47960667858547,464.9234235326202,216.36615557104324,464.9234235326202,227.76944638041266,582.2144147147055,,,327.1409805763461,671.8116996454653,,,,,,
labeled-data\rat1-control4\frame892.png,94.18803975637093,699.505405896791,309.2215235901941,497.5042544165328,216.36615557104324,463.2943819884245,193.5595739523044,582.2144147147055,294.56014969243347,701.1344474409866,,,,,,,,
