scorer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer
bodyparts,nose,nose,left_ear,left_ear,right_ear,right_ear,left_eye,left_eye,right_eye,right_eye,front_left_paw,front_left_paw,front_right_paw,front_right_paw,back_left_paw,back_left_paw,back_right_paw,back_right_paw
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\rat1-control2\frame112.png,752.3208236114057,598.5048301566619,817.482485379231,515.4237114026847,736.0304081694494,508.9075452259022,784.9016544953183,549.633583830793,739.2884912578406,546.3755007424018,,,,,,,,
labeled-data\rat1-control2\frame1214.png,,,804.4501530256658,368.80997242507794,750.69178206721,373.6970970576648,,,784.9016544953183,399.761761764795,,,,,,,,
labeled-data\rat1-control2\frame1806.png,522.6259658798218,398.13272022059925,621.9975000757553,378.58422169025175,,,576.3843368382776,391.6165540438168,,,612.2232508105815,460.0362989000333,,,,,,
labeled-data\rat1-control2\frame2039.png,713.2238265507106,451.89109117905514,722.9980758158844,414.42313566255564,654.5783309596678,414.42313566255564,,,680.6429956667979,422.5683433835337,696.9334111087543,521.9398775794673,667.6106633132329,515.4237114026847,,,,
labeled-data\rat1-control2\frame2566.png,,,,,998.3060967849459,419.3102602951425,,,1055.3225508317928,490.98808823975025,916.8540195751644,618.0533286870095,802.8211114814702,637.601827217357,,,426.5125147722796,569.1820823611406
labeled-data\rat1-control2\frame523.png,775.1274052301445,595.2467470682707,812.5953607466439,505.6494621375109,734.4013666252538,507.2785036817066,799.563028393079,546.3755007424018,747.4336989788188,548.0045422865974,,,,,,,,
labeled-data\rat1-control2\frame528.png,775.1274052301445,598.5048301566619,812.5953607466439,505.6494621375109,732.772325081058,504.0204205933153,794.675903760492,544.7464591982061,752.3208236114057,546.3755007424018,,,,,,,,
labeled-data\rat1-control2\frame585.png,768.6112390533619,595.2467470682707,812.5953607466439,513.7946698584891,731.1432835368624,505.6494621375109,791.4178206721008,548.0045422865974,740.9175328020362,549.633583830793,,,,,,,,
labeled-data\rat1-control2\frame644.png,770.2402805975576,600.1338717008575,815.8534438350354,512.1656283142934,732.772325081058,510.5365867700978,789.7887791279052,556.1497500075754,745.8046574346231,552.8916669191842,,,,,,,,
labeled-data\rat1-control2\frame817.png,768.6112390533619,593.6177055240751,814.2244022908395,512.1656283142934,732.772325081058,512.1656283142934,793.0468622162964,548.0045422865974,749.0627405230144,548.0045422865974,,,,,,,,
